"NumMonths","Origin","Destination","Flow","Date","DataDate","DestFood","DestFuel","OrigFood","OrigFuel","DestConflict3","OrigConflict3","DestConflict","OrigConflict","dist","logFlow","flowLag1","preds"
24,"Shabwah","Al Bayda",12,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.426205076938954,-0.439652888828922,-0.634270264900243,-0.651032017610164,-0.299562754119095,2.56494935746154,3.2188758248682,3.447829246521
24,"Taizz","Al Bayda",138,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.426205076938954,-0.439652888828922,-0.634270264900243,-0.651032017610164,-0.0412689804310788,4.93447393313069,5.7268477475872,5.01727437973022
24,"Aden","Al Dhale'e",156,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.14931264161914,0.0666981567446854,-0.426205076938954,-0.439652888828922,-0.4772797133881,-0.651032017610164,-0.396428613901635,5.05624580534831,4.51085950651685,3.40422320365906
24,"Al Dhale'e","Al Dhale'e",120,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.426205076938954,-0.439652888828922,-0.4772797133881,-0.499309098700934,-1.10754755629097,4.79579054559674,3.61091791264422,4.96423101425171
24,"Amanat Al Asimah","Al Dhale'e",162,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,-0.0203650688305373,1.1229192429342,-0.426205076938954,-0.291401633456757,-0.4772797133881,-0.499309098700934,0.0555447756281517,5.09375020080676,4.69134788222914,4.24353313446045
24,"Lahj","Al Dhale'e",114,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.426205076938954,-0.291401633456757,-0.4772797133881,-0.651032017610164,-0.659054563246421,4.74493212836325,1.94591014905531,2.99935007095337
24,"Sa'ada","Al Dhale'e",6,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,4.36592634535577,1.019772652486,-0.426205076938954,-0.291401633456757,-0.4772797133881,-0.651032017610164,1.13357334551963,1.94591014905531,4.29045944114839,3.23768591880798
24,"Taizz","Al Dhale'e",312,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.426205076938954,-0.439652888828922,-0.4772797133881,-0.651032017610164,-0.583927419290768,5.74620319054015,3.89182029811063,4.63892126083374
24,"Aden","Al Hudaydah",18,"Jan 2016","Oct 2015",1.60926112126302,1.47656024368777,1.14931264161914,0.0666981567446854,-0.426205076938954,-0.439652888828922,-0.4772797133881,-0.651032017610164,0.811493873733368,2.94443897916644,2.56494935746154,3.26069974899292
24,"Al Dhale'e","Al Hudaydah",18,"Jan 2016","Oct 2015",1.60926112126302,1.47656024368777,1.29552235542535,1.03318170924427,-0.426205076938954,-0.439652888828922,-0.4772797133881,-0.499309098700934,0.256577828569781,2.94443897916644,1.94591014905531,2.5838098526001
24,"Al Hudaydah","Al Hudaydah",138,"Jan 2016","Oct 2015",1.60926112126302,1.47656024368777,1.44173206923156,1.40760383257121,-0.426205076938954,-0.439652888828922,-0.4772797133881,-0.499309098700934,-1.10754755629097,4.93447393313069,4.36944785246702,4.29209041595459
24,"Hajjah","Al Hudaydah",66,"Jan 2016","Oct 2015",1.60926112126302,1.47656024368777,1.44173206923156,1.04659076600253,-0.426205076938954,-0.291401633456757,-0.4772797133881,-0.499309098700934,-0.361661717349873,4.20469261939097,4.79579054559674,5.36976051330566
24,"Sa'ada","Al Hudaydah",6,"Jan 2016","Oct 2015",1.60926112126302,1.47656024368777,4.36592634535577,1.019772652486,-0.426205076938954,-0.291401633456757,-0.4772797133881,-0.651032017610164,0.445469994211683,1.94591014905531,2.56494935746154,3.14114832878113
24,"Taizz","Al Hudaydah",192,"Jan 2016","Oct 2015",1.60926112126302,1.47656024368777,1.29552235542535,1.03318170924427,-0.426205076938954,-0.439652888828922,-0.4772797133881,-0.651032017610164,-0.0326936080836038,5.26269018890489,2.94443897916644,4.86697053909302
24,"Al Jawf","Al Jawf",1902,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.426205076938954,-0.439652888828922,-0.4772797133881,-0.499309098700934,-1.10754755629097,7.55118686729615,5.01727983681492,4.52119588851929
24,"Abyan","Al Maharah",360,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.426205076938954,-0.439652888828922,-0.4772797133881,-0.651032017610164,3.07340582789782,5.88887795833288,4.74493212836325,2.29078841209412
24,"Aden","Al Maharah",516,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.14931264161914,0.0666981567446854,-0.426205076938954,-0.439652888828922,-0.4772797133881,-0.651032017610164,3.95584060667873,6.24804287450843,1.94591014905531,2.17994403839111
24,"Al Dhale'e","Al Maharah",12,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.426205076938954,-0.439652888828922,-0.4772797133881,-0.499309098700934,3.78427361297727,2.56494935746154,2.56494935746154,2.37854981422424
24,"Al Hudaydah","Al Maharah",66,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.44173206923156,1.40760383257121,-0.426205076938954,-0.439652888828922,-0.4772797133881,-0.499309098700934,4.71247911895799,4.20469261939097,3.43398720448515,2.91717982292175
24,"Amanat Al Asimah","Al Maharah",210,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,-0.0203650688305373,1.1229192429342,-0.426205076938954,-0.291401633456757,-0.4772797133881,-0.499309098700934,3.81769393881502,5.35185813347607,1.94591014905531,1.64025115966797
24,"Amran","Al Maharah",54,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,-0.0203650688305373,0.865052766813711,-0.426205076938954,-0.291401633456757,-0.4772797133881,-0.499309098700934,3.94068223304882,4.00733318523247,7.55066124310534,2.36768507957458
24,"Dhamar","Al Maharah",6,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.426205076938954,-0.291401633456757,-0.4772797133881,-0.499309098700934,3.84046604679178,1.94591014905531,7.55066124310534,1.84185886383057
24,"Hajjah","Al Maharah",24,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.44173206923156,1.04659076600253,-0.426205076938954,-0.291401633456757,-0.4772797133881,-0.499309098700934,4.1956599737891,3.2188758248682,1.94591014905531,2.65719151496887
24,"Ibb","Al Maharah",6,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.426205076938954,-0.291401633456757,-0.4772797133881,-0.499309098700934,4.11814810956852,1.94591014905531,1.94591014905531,1.9322704076767
24,"Lahj","Al Maharah",198,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.426205076938954,-0.291401633456757,-0.4772797133881,-0.651032017610164,3.93153676676241,5.29330482472449,2.56494935746154,2.65041470527649
24,"Marib","Al Maharah",42,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.426205076938954,-0.291401633456757,-0.4772797133881,-0.651032017610164,3.10800339348095,3.76120011569356,2.56494935746154,2.38555073738098
24,"Shabwah","Al Maharah",54,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.426205076938954,-0.439652888828922,-0.4772797133881,-0.651032017610164,2.48058594924241,4.00733318523247,1.94591014905531,1.85495066642761
24,"Taizz","Al Maharah",714,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.426205076938954,-0.439652888828922,-0.4772797133881,-0.651032017610164,4.30530762423122,6.57228254269401,1.94591014905531,2.79854512214661
24,"Amanat Al Asimah","Al Mahwit",12,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,-0.0203650688305373,1.1229192429342,-0.426205076938954,-0.291401633456757,-0.4772797133881,-0.499309098700934,-0.659787550387151,2.56494935746154,3.43398720448515,4.40043973922729
24,"Hajjah","Al Mahwit",12,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.44173206923156,1.04659076600253,-0.426205076938954,-0.291401633456757,-0.4772797133881,-0.499309098700934,-0.943959875904383,2.56494935746154,2.94443897916644,2.79911947250366
24,"Sana'a","Al Mahwit",18,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.426205076938954,-0.291401633456757,-0.4772797133881,-0.651032017610164,-0.679869254264927,2.94443897916644,2.56494935746154,3.8414204120636
24,"Aden","Amanat Al Asimah",48,"Jan 2016","Oct 2015",0.031908896450853,1.18328335467785,1.14931264161914,0.0666981567446854,-0.277225772621928,-0.439652888828922,-0.4772797133881,-0.651032017610164,0.765087773606186,3.89182029811063,4.29045944114839,4.323317527771
24,"Al Bayda","Amanat Al Asimah",48,"Jan 2016","Oct 2015",0.031908896450853,1.18328335467785,1.29552235542535,1.03318170924427,-0.277225772621928,-0.439652888828922,-0.4772797133881,-0.651032017610164,0.214464544923551,3.89182029811063,3.89182029811063,3.90744161605835
24,"Al Dhale'e","Amanat Al Asimah",54,"Jan 2016","Oct 2015",0.031908896450853,1.18328335467785,1.29552235542535,1.03318170924427,-0.277225772621928,-0.439652888828922,-0.4772797133881,-0.499309098700934,0.0555447756281517,4.00733318523247,3.2188758248682,3.41217231750488
24,"Al Hudaydah","Amanat Al Asimah",60,"Jan 2016","Oct 2015",0.031908896450853,1.18328335467785,1.44173206923156,1.40760383257121,-0.277225772621928,-0.439652888828922,-0.4772797133881,-0.499309098700934,-0.174080734383768,4.11087386417331,4.89034912822175,4.54957723617554
24,"Al Jawf","Amanat Al Asimah",354,"Jan 2016","Oct 2015",0.031908896450853,1.18328335467785,1.29552235542535,1.03318170924427,-0.277225772621928,-0.439652888828922,-0.4772797133881,-0.499309098700934,0.04950374520376,5.87211778947542,2.94443897916644,3.78171992301941
24,"Al Mahwit","Amanat Al Asimah",6,"Jan 2016","Oct 2015",0.031908896450853,1.18328335467785,1.29552235542535,1.03318170924427,-0.277225772621928,-0.439652888828922,-0.4772797133881,-0.499309098700934,-0.659787550387151,1.94591014905531,1.94591014905531,2.98387932777405
24,"Amanat Al Asimah","Amanat Al Asimah",240,"Jan 2016","Oct 2015",0.031908896450853,1.18328335467785,-0.0203650688305373,1.1229192429342,-0.277225772621928,-0.291401633456757,-0.4772797133881,-0.499309098700934,-1.10754755629097,5.48479693349065,6.31535800152233,5.57348346710205
24,"Amran","Amanat Al Asimah",18,"Jan 2016","Oct 2015",0.031908896450853,1.18328335467785,-0.0203650688305373,0.865052766813711,-0.277225772621928,-0.291401633456757,-0.4772797133881,-0.499309098700934,-0.517445912831104,2.94443897916644,4.74493212836325,4.78400659561157
24,"Dhamar","Amanat Al Asimah",6,"Jan 2016","Oct 2015",0.031908896450853,1.18328335467785,1.29552235542535,1.03318170924427,-0.277225772621928,-0.291401633456757,-0.4772797133881,-0.499309098700934,-0.493143910676,1.94591014905531,4.51085950651685,3.62060832977295
24,"Hajjah","Amanat Al Asimah",222,"Jan 2016","Oct 2015",0.031908896450853,1.18328335467785,1.44173206923156,1.04659076600253,-0.277225772621928,-0.291401633456757,-0.4772797133881,-0.499309098700934,-0.659162756029016,5.40717177146012,5.78382518232974,5.61217355728149
24,"Ibb","Amanat Al Asimah",126,"Jan 2016","Oct 2015",0.031908896450853,1.18328335467785,1.29552235542535,1.03318170924427,-0.277225772621928,-0.291401633456757,-0.4772797133881,-0.499309098700934,-0.113975291974604,4.84418708645859,4.11087386417331,3.80983829498291
24,"Marib","Amanat Al Asimah",636,"Jan 2016","Oct 2015",0.031908896450853,1.18328335467785,1.29552235542535,1.03318170924427,-0.277225772621928,-0.291401633456757,-0.4772797133881,-0.651032017610164,-0.390672459108276,6.45676965557216,7.34148385236316,5.33870410919189
24,"Sa'ada","Amanat Al Asimah",756,"Jan 2016","Oct 2015",0.031908896450853,1.18328335467785,4.36592634535577,1.019772652486,-0.277225772621928,-0.291401633456757,-0.4772797133881,-0.651032017610164,-0.02939459126813,6.62936325343745,7.45876269238096,7.31988668441772
24,"Sana'a","Amanat Al Asimah",504,"Jan 2016","Oct 2015",0.031908896450853,1.18328335467785,1.29552235542535,1.03318170924427,-0.277225772621928,-0.291401633456757,-0.4772797133881,-0.651032017610164,-1.05773654073699,6.22455842927536,8.1146238864201,5.62392663955688
24,"Taizz","Amanat Al Asimah",1908,"Jan 2016","Oct 2015",0.031908896450853,1.18328335467785,1.29552235542535,1.03318170924427,-0.277225772621928,-0.439652888828922,-0.4772797133881,-0.651032017610164,0.160748206451225,7.55433482372575,7.60339933974067,7.45192050933838
24,"Amanat Al Asimah","Amran",288,"Jan 2016","Oct 2015",0.031908896450853,0.917633998690601,-0.0203650688305373,1.1229192429342,-0.277225772621928,-0.291401633456757,-0.4772797133881,-0.499309098700934,-0.517445912831104,5.66642668811243,4.00733318523247,4.56098651885986
24,"Amran","Amran",216,"Jan 2016","Oct 2015",0.031908896450853,0.917633998690601,-0.0203650688305373,0.865052766813711,-0.277225772621928,-0.291401633456757,-0.4772797133881,-0.499309098700934,-1.10754755629097,5.37989735354046,6.0137151560428,5.23996734619141
24,"Hajjah","Amran",18,"Jan 2016","Oct 2015",0.031908896450853,0.917633998690601,1.44173206923156,1.04659076600253,-0.277225772621928,-0.291401633456757,-0.4772797133881,-0.499309098700934,-0.670638601782761,2.94443897916644,3.2188758248682,2.69038367271423
24,"Sa'ada","Amran",36,"Jan 2016","Oct 2015",0.031908896450853,0.917633998690601,4.36592634535577,1.019772652486,-0.277225772621928,-0.291401633456757,-0.4772797133881,-0.651032017610164,-0.619039578545529,3.61091791264422,3.2188758248682,3.50119566917419
24,"Sana'a","Amran",12,"Jan 2016","Oct 2015",0.031908896450853,0.917633998690601,1.29552235542535,1.03318170924427,-0.277225772621928,-0.291401633456757,-0.4772797133881,-0.651032017610164,-0.483211717893563,2.56494935746154,3.2188758248682,3.76718807220459
24,"Aden","Dhamar",366,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.14931264161914,0.0666981567446854,-0.277225772621928,-0.439652888828922,-0.4772797133881,-0.651032017610164,0.15435048728394,5.90536184805457,1.94591014905531,3.22755479812622
24,"Al Bayda","Dhamar",6,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.277225772621928,-0.439652888828922,-0.4772797133881,-0.651032017610164,-0.25021221884608,1.94591014905531,3.2188758248682,3.30319786071777
24,"Al Dhale'e","Dhamar",72,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.277225772621928,-0.439652888828922,-0.4772797133881,-0.499309098700934,-0.549306567342624,4.29045944114839,4.20469261939097,2.71933436393738
24,"Al Hudaydah","Dhamar",162,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.44173206923156,1.40760383257121,-0.277225772621928,-0.439652888828922,-0.4772797133881,-0.499309098700934,-0.147807450615006,5.09375020080676,4.00733318523247,3.17907118797302
24,"Al Jawf","Dhamar",6,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.277225772621928,-0.439652888828922,-0.4772797133881,-0.499309098700934,0.525146853254789,1.94591014905531,1.94591014905531,1.65959119796753
24,"Amanat Al Asimah","Dhamar",222,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,-0.0203650688305373,1.1229192429342,-0.277225772621928,-0.291401633456757,-0.4772797133881,-0.499309098700934,-0.493143910676,5.40717177146012,4.51085950651685,5.29868268966675
24,"Amran","Dhamar",12,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,-0.0203650688305373,0.865052766813711,-0.277225772621928,-0.291401633456757,-0.4772797133881,-0.499309098700934,0.0945263470870575,2.56494935746154,3.2188758248682,2.47575902938843
24,"Dhamar","Dhamar",174,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.277225772621928,-0.291401633456757,-0.4772797133881,-0.499309098700934,-1.10754755629097,5.16478597392351,4.44265125649032,4.70405912399292
24,"Hadramaut","Dhamar",24,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.277225772621928,-0.291401633456757,-0.4772797133881,-0.499309098700934,2.51623323902583,3.2188758248682,1.94591014905531,2.21815347671509
24,"Hajjah","Dhamar",66,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.44173206923156,1.04659076600253,-0.277225772621928,-0.291401633456757,-0.4772797133881,-0.499309098700934,-0.160313228118844,4.20469261939097,2.56494935746154,3.07087850570679
24,"Sana'a","Dhamar",96,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.277225772621928,-0.291401633456757,-0.4772797133881,-0.651032017610164,-0.529791731010151,4.57471097850338,4.11087386417331,4.12756156921387
24,"Shabwah","Dhamar",6,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.277225772621928,-0.439652888828922,-0.4772797133881,-0.651032017610164,0.285181323090052,1.94591014905531,2.56494935746154,2.36201190948486
24,"Taizz","Dhamar",168,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.277225772621928,-0.439652888828922,-0.4772797133881,-0.651032017610164,-0.401172194263444,5.12989871492307,3.89182029811063,4.94345331192017
24,"Aden","Hajjah",6,"Jan 2016","Oct 2015",1.60926112126302,1.10465114530562,1.14931264161914,0.0666981567446854,-0.277225772621928,-0.439652888828922,-0.4772797133881,-0.651032017610164,1.08286392821142,1.94591014905531,3.89182029811063,2.68447518348694
24,"Amanat Al Asimah","Hajjah",18,"Jan 2016","Oct 2015",1.60926112126302,1.10465114530562,-0.0203650688305373,1.1229192429342,-0.277225772621928,-0.291401633456757,-0.4772797133881,-0.499309098700934,-0.659162756029016,2.94443897916644,4.11087386417331,3.96028161048889
24,"Amran","Hajjah",12,"Jan 2016","Oct 2015",1.60926112126302,1.10465114530562,-0.0203650688305373,0.865052766813711,-0.277225772621928,-0.291401633456757,-0.4772797133881,-0.499309098700934,-0.670638601782761,2.56494935746154,3.61091791264422,3.89353513717651
24,"Hajjah","Hajjah",1200,"Jan 2016","Oct 2015",1.60926112126302,1.10465114530562,1.44173206923156,1.04659076600253,-0.277225772621928,-0.291401633456757,-0.4772797133881,-0.499309098700934,-1.10754755629097,7.09090982207998,7.39817409297047,7.79062366485596
24,"Sa'ada","Hajjah",180,"Jan 2016","Oct 2015",1.60926112126302,1.10465114530562,4.36592634535577,1.019772652486,-0.277225772621928,-0.291401633456757,-0.4772797133881,-0.651032017610164,-0.254476291838783,5.19849703126583,6.56385552653213,6.20101642608643
24,"Abyan","Ibb",72,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.277225772621928,-0.439652888828922,-0.4772797133881,-0.651032017610164,0.162978775354269,4.29045944114839,2.94443897916644,2.44223475456238
24,"Aden","Ibb",198,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.14931264161914,0.0666981567446854,-0.277225772621928,-0.439652888828922,-0.4772797133881,-0.651032017610164,-0.122476473860624,5.29330482472449,5.82008293035236,2.79144668579102
24,"Al Bayda","Ibb",48,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.277225772621928,-0.439652888828922,-0.4772797133881,-0.651032017610164,-0.174777276418026,3.89182029811063,2.56494935746154,2.99899768829346
24,"Al Dhale'e","Ibb",6,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.277225772621928,-0.439652888828922,-0.4772797133881,-0.499309098700934,-0.687492484121692,1.94591014905531,2.56494935746154,2.74494767189026
24,"Al Hudaydah","Ibb",6,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.44173206923156,1.40760383257121,-0.277225772621928,-0.439652888828922,-0.4772797133881,-0.499309098700934,-0.145928748241309,1.94591014905531,1.94591014905531,2.45834040641785
24,"Amanat Al Asimah","Ibb",438,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,-0.0203650688305373,1.1229192429342,-0.277225772621928,-0.291401633456757,-0.4772797133881,-0.499309098700934,-0.113975291974604,6.08449941307517,3.89182029811063,3.92690539360046
24,"Amran","Ibb",18,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,-0.0203650688305373,0.865052766813711,-0.277225772621928,-0.291401633456757,-0.4772797133881,-0.499309098700934,0.451558864636822,2.94443897916644,2.56494935746154,1.86344921588898
24,"Hadramaut","Ibb",138,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.277225772621928,-0.291401633456757,-0.4772797133881,-0.499309098700934,2.84811856195129,4.93447393313069,3.89182029811063,3.06039667129517
24,"Hajjah","Ibb",12,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.44173206923156,1.04659076600253,-0.277225772621928,-0.291401633456757,-0.4772797133881,-0.499309098700934,0.12449479054618,2.56494935746154,2.56494935746154,2.54408764839172
24,"Ibb","Ibb",264,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.277225772621928,-0.291401633456757,-0.4772797133881,-0.499309098700934,-1.10754755629097,5.57972982598622,2.94443897916644,3.38777041435242
24,"Lahj","Ibb",54,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.277225772621928,-0.291401633456757,-0.4772797133881,-0.651032017610164,-0.386887289778157,4.00733318523247,2.56494935746154,2.80186057090759
24,"Marib","Ibb",54,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.277225772621928,-0.291401633456757,-0.4772797133881,-0.651032017610164,0.164219067927134,4.00733318523247,1.94591014905531,2.53699612617493
24,"Sa'ada","Ibb",138,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,4.36592634535577,1.019772652486,-0.277225772621928,-0.291401633456757,-0.4772797133881,-0.651032017610164,0.934634177734014,4.93447393313069,2.94443897916644,2.54836940765381
24,"Sana'a","Ibb",60,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.277225772621928,-0.291401633456757,-0.4772797133881,-0.651032017610164,-0.157917407093604,4.11087386417331,5.23110861685459,3.19335007667542
24,"Shabwah","Ibb",12,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.277225772621928,-0.439652888828922,-0.4772797133881,-0.651032017610164,0.530459091447909,2.56494935746154,1.94591014905531,2.42182779312134
24,"Taizz","Ibb",3444,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.277225772621928,-0.439652888828922,-0.4772797133881,-0.651032017610164,-0.822984183412094,8.14467918344776,4.29045944114839,5.20858478546143
24,"Lahj","Lahj",3936,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.277225772621928,-0.291401633456757,-0.634270264900243,-0.651032017610164,-1.10754755629097,8.27817429094374,6.62140565176413,5.36445569992065
24,"Taizz","Lahj",372,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.277225772621928,-0.439652888828922,-0.634270264900243,-0.651032017610164,-0.484738047533867,5.92157841964382,7.18159194461187,6.31927061080933
24,"Al Bayda","Marib",48,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.277225772621928,-0.439652888828922,-0.634270264900243,-0.651032017610164,-0.0873747473214432,3.89182029811063,6.47543271670409,4.62429046630859
24,"Al Hudaydah","Marib",12,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.44173206923156,1.40760383257121,-0.277225772621928,-0.439652888828922,-0.634270264900243,-0.499309098700934,0.502694624625327,2.56494935746154,2.56494935746154,3.62394046783447
24,"Al Jawf","Marib",24,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.277225772621928,-0.439652888828922,-0.634270264900243,-0.499309098700934,-0.210399772941623,3.2188758248682,7.0604763659998,4.47947692871094
